param_name,layer_num,component,param_count,relative_l2_diff,model_index
layers.6.self_attn.k_proj.bias,6,attention,256,1.9032345850217067e-05,4
layers.12.self_attn.k_proj.weight,12,attention,524288,0.0011096296787710444,4
layers.29.self_attn.v_proj.bias,29,attention,256,0.00019510312919478206,4
layers.28.self_attn.v_proj.bias,28,attention,256,0.00028696393895435643,4
layers.6.self_attn.v_proj.weight,6,attention,524288,0.0014055804043792296,4
layers.19.self_attn.v_proj.bias,19,attention,256,0.0004230410900774579,4
layers.28.self_attn.v_proj.weight,28,attention,524288,0.001203892764261226,4
layers.18.input_layernorm.weight,18,norm,2048,7.090717575425922e-07,4
layers.29.self_attn.k_proj.bias,29,attention,256,5.10829473289534e-06,4
layers.9.self_attn.k_proj.weight,9,attention,524288,0.0008886557787957901,4
layers.20.post_attention_layernorm.weight,20,attention,2048,1.254633990314331e-07,4
layers.2.post_attention_layernorm.weight,2,attention,2048,1.163571997019229e-06,4
layers.3.mlp.up_proj.weight,3,ffn,22544384,0.0009594195269480953,4
layers.35.post_attention_layernorm.weight,35,attention,2048,3.997649781169671e-07,4
layers.22.self_attn.v_proj.bias,22,attention,256,0.00043902268431494814,4
layers.30.mlp.up_proj.weight,30,ffn,22544384,0.0012806865135400714,4
layers.3.self_attn.k_proj.bias,3,attention,256,1.341663193869282e-05,4
layers.34.self_attn.q_proj.bias,34,attention,2048,7.1088457187160855e-06,4
layers.25.mlp.up_proj.weight,25,ffn,22544384,0.0014039998905274226,4
layers.20.self_attn.v_proj.bias,20,attention,256,0.0002690800288945589,4
layers.19.self_attn.v_proj.weight,19,attention,524288,0.0017465004240873252,4
layers.15.self_attn.k_proj.bias,15,attention,256,2.0796954632189706e-05,4
layers.16.self_attn.k_proj.weight,16,attention,524288,0.0011462833160305471,4
layers.12.input_layernorm.weight,12,norm,2048,2.192451258377172e-06,4
layers.17.self_attn.o_proj.weight,17,attention,4194304,0.0015055615337985458,4
layers.20.self_attn.o_proj.weight,20,attention,4194304,0.0014541116689346732,4
layers.21.self_attn.q_proj.bias,21,attention,2048,7.784199941487226e-06,4
layers.29.self_attn.q_proj.weight,29,attention,4194304,0.0015570061236213257,4
layers.18.self_attn.q_proj.weight,18,attention,4194304,0.0013517091567704555,4
layers.29.self_attn.v_proj.weight,29,attention,524288,0.0011755577179433944,4
layers.12.mlp.gate_proj.weight,12,ffn,22544384,0.0010556921529947148,4
layers.29.mlp.up_proj.weight,29,ffn,22544384,0.0013114052999237034,4
layers.31.mlp.up_proj.weight,31,ffn,22544384,0.0012252646268672582,4
layers.14.input_layernorm.weight,14,norm,2048,2.2615779015758073e-06,4
layers.11.mlp.gate_proj.weight,11,ffn,22544384,0.0010764925115650044,4
layers.32.self_attn.q_proj.weight,32,attention,4194304,0.0014953857340681302,4
layers.34.post_attention_layernorm.weight,34,attention,2048,4.3582386997806894e-07,4
layers.14.self_attn.k_proj.weight,14,attention,524288,0.0010932670220868432,4
layers.1.post_attention_layernorm.weight,1,attention,2048,1.4264607295854257e-06,4
layers.3.self_attn.v_proj.bias,3,attention,256,0.0006623758881877072,4
layers.0.self_attn.v_proj.bias,0,attention,256,0.0001461303758387957,4
layers.23.mlp.gate_proj.weight,23,ffn,22544384,0.0015028770673022004,4
layers.31.post_attention_layernorm.weight,31,attention,2048,7.550155394064799e-07,4
layers.26.self_attn.v_proj.bias,26,attention,256,0.0004880950567904515,4
layers.9.post_attention_layernorm.weight,9,attention,2048,1.7597605924446384e-06,4
layers.0.self_attn.q_proj.bias,0,attention,2048,8.31965657177144e-06,4
layers.0.self_attn.k_proj.bias,0,attention,256,3.51670256244047e-07,4
layers.27.self_attn.k_proj.weight,27,attention,524288,0.001805783775879001,4
layers.28.mlp.gate_proj.weight,28,ffn,22544384,0.0014247400707210606,4
layers.35.self_attn.k_proj.weight,35,attention,524288,0.00207775685152637,4
layers.0.self_attn.q_proj.weight,0,attention,4194304,0.0006640472667031305,4
layers.10.self_attn.q_proj.weight,10,attention,4194304,0.0012321667059446832,4
layers.25.self_attn.q_proj.bias,25,attention,2048,8.889242212589782e-06,4
layers.18.self_attn.o_proj.weight,18,attention,4194304,0.0015059814782677516,4
layers.34.mlp.down_proj.weight,34,ffn,22544384,0.0011751615346896301,4
layers.3.post_attention_layernorm.weight,3,attention,2048,1.2204256027902804e-06,4
layers.5.post_attention_layernorm.weight,5,attention,2048,1.3729737097259897e-06,4
layers.16.post_attention_layernorm.weight,16,attention,2048,1.3183644158041326e-06,4
layers.25.mlp.down_proj.weight,25,ffn,22544384,0.0014547513700905175,4
layers.21.self_attn.v_proj.weight,21,attention,524288,0.0015066189767485973,4
layers.33.self_attn.v_proj.weight,33,attention,524288,0.0005907553206931016,4
layers.21.mlp.gate_proj.weight,21,ffn,22544384,0.0014059657689803296,4
layers.32.self_attn.k_proj.bias,32,attention,256,5.784959872010808e-06,4
layers.6.self_attn.q_proj.weight,6,attention,4194304,0.001085126886036475,4
layers.3.self_attn.q_proj.weight,3,attention,4194304,0.0009998574334120279,4
layers.9.self_attn.q_proj.bias,9,attention,2048,4.344024653909923e-06,4
layers.27.post_attention_layernorm.weight,27,attention,2048,1.172312042641385e-06,4
layers.2.mlp.gate_proj.weight,2,ffn,22544384,0.0010160451688463112,4
layers.28.self_attn.k_proj.bias,28,attention,256,1.1965260556732882e-05,4
layers.8.self_attn.o_proj.weight,8,attention,4194304,0.001256931273206313,4
layers.16.self_attn.v_proj.weight,16,attention,524288,0.0014047250799385112,4
layers.20.self_attn.k_proj.bias,20,attention,256,4.123377152089205e-06,4
layers.30.self_attn.q_proj.bias,30,attention,2048,7.978293756610376e-06,4
layers.15.self_attn.k_proj.weight,15,attention,524288,0.0011352007916331228,4
layers.7.mlp.gate_proj.weight,7,ffn,22544384,0.0010406267107999898,4
layers.23.self_attn.v_proj.bias,23,attention,256,0.0003792009615789508,4
layers.9.self_attn.o_proj.weight,9,attention,4194304,0.001304525696532271,4
layers.10.self_attn.v_proj.weight,10,attention,524288,0.0011250847371991398,4
layers.27.input_layernorm.weight,27,norm,2048,8.984838308209363e-07,4
layers.28.self_attn.k_proj.weight,28,attention,524288,0.0017152108208900322,4
layers.32.self_attn.o_proj.weight,32,attention,4194304,0.0012028299319951053,4
layers.2.mlp.down_proj.weight,2,ffn,22544384,0.0010448927982882941,4
layers.10.mlp.up_proj.weight,10,ffn,22544384,0.001273092640378257,4
layers.0.self_attn.o_proj.weight,0,attention,4194304,0.001419818510117413,4
layers.21.self_attn.o_proj.weight,21,attention,4194304,0.0015409210587490813,4
